tanggal,id_produk,nama_produk,kategori_produk,harga_satuan,stok_awal,stok_akhir,jumlah_terjual,total_penjualan,diskon_persen,promo_aktif,biaya_promosi,kanal_penjualan,hari_dalam_minggu,akhir_pekan,bulan,musim_ramadan_lebaran,cuaca,jumlah_pengunjung,rating_produk
2024-09-17,P007,Sabun cuci literan,kebutuhan_rumah,16500,38,15,23,379500,0,0,0,online,Tuesday,0,9,0,cerah,108,4.2
2024-09-17,P008,Beras 5 kg,kebutuhan_rumah,76000,23,1,22,1672000,0,0,0,campuran,Tuesday,0,9,0,cerah,108,4.7
2024-09-17,P009,Minyak goreng 1 liter,kebutuhan_rumah,19500,40,23,17,331500,0,0,0,online,Tuesday,0,9,0,cerah,108,4.4
2024-09-17,P010,Aksesori ponsel,aksesoris,24500,38,21,17,416500,0,0,0,online,Tuesday,0,9,0,cerah,108,4.0
2024-09-17,P011,Buket mini,kerajinan,46000,17,7,10,460000,0,0,0,offline,Tuesday,0,9,0,cerah,108,4.7
2024-09-17,P012,Paket hampers,kerajinan,94000,11,4,7,658000,0,0,0,online,Tuesday,0,9,0,cerah,108,4.7
2024-09-18,P001,Paket nasi lauk,makanan_minuman,18500,87,41,46,765900,10,1,85100,offline,Wednesday,0,9,0,cerah,87,4.5
2024-09-18,P002,Minuman kopi susu,makanan_minuman,15000,54,14,40,600000,0,0,0,offline,Wednesday,0,9,0,cerah,87,4.5
2024-09-18,P003,Snack kemasan lokal,makanan_minuman,9000,75,20,55,495000,0,0,0,campuran,Wednesday,0,9,0,cerah,87,4.3
2024-09-18,P004,Kaos basic,fashion,65000,23,17,6,390000,0,0,0,campuran,Wednesday,0,9,0,cerah,87,4.6
2024-09-18,P005,Hijab polos,fashion,41500,25,14,11,456500,0,0,0,online,Wednesday,0,9,0,cerah,87,4.5
2024-09-18,P006,Sandal harian,fashion,53500,10,1,9,481500,0,0,0,offline,Wednesday,0,9,0,cerah,87,4.2
2024-09-18,P007,Sabun cuci literan,kebutuhan_rumah,16500,37,9,28,462000,0,0,0,offline,Wednesday,0,9,0,cerah,87,4.1
2024-09-18,P008,Beras 5 kg,kebutuhan_rumah,70500,24,7,17,1198500,0,0,0,offline,Wednesday,0,9,0,cerah,87,4.6
2024-09-18,P009,Minyak goreng 1 liter,kebutuhan_rumah,18500,66,19,47,826000,5,1,43500,offline,Wednesday,0,9,0,cerah,87,4.3
2024-09-18,P010,Aksesori ponsel,aksesoris,25000,54,32,22,522500,5,1,27500,offline,Wednesday,0,9,0,cerah,87,4.0
2024-09-18,P011,Buket mini,kerajinan,46500,14,0,14,651000,0,0,0,offline,Wednesday,0,9,0,cerah,87,4.8
2024-09-18,P012,Paket hampers,kerajinan,93000,8,0,8,744000,0,0,0,online,Wednesday,0,9,0,cerah,87,4.7
2024-09-19,P001,Paket nasi lauk,makanan_minuman,19000,48,7,41,779000,0,0,0,online,Thursday,0,9,0,cerah,109,4.6
2024-09-19,P002,Minuman kopi susu,makanan_minuman,15000,102,44,58,783000,10,1,87000,campuran,Thursday,0,9,0,cerah,109,4.4
2024-09-19,P003,Snack kemasan lokal,makanan_minuman,9000,111,61,50,450000,0,0,0,offline,Thursday,0,9,0,cerah,109,4.0
2024-09-19,P004,Kaos basic,fashion,64000,14,0,14,896000,0,0,0,offline,Thursday,0,9,0,cerah,109,4.1
2024-09-19,P005,Hijab polos,fashion,42000,26,4,22,924000,0,0,0,online,Thursday,0,9,0,cerah,109,4.5
2024-09-19,P006,Sandal harian,fashion,54500,18,5,13,708500,0,0,0,offline,Thursday,0,9,0,cerah,109,3.9
2024-09-19,P007,Sabun cuci literan,kebutuhan_rumah,16500,35,11,24,396000,0,0,0,online,Thursday,0,9,0,cerah,109,4.1
2024-09-19,P008,Beras 5 kg,kebutuhan_rumah,72000,30,8,22,1584000,0,0,0,campuran,Thursday,0,9,0,cerah,109,4.4
2024-09-19,P009,Minyak goreng 1 liter,kebutuhan_rumah,18500,42,14,28,518000,0,0,0,online,Thursday,0,9,0,cerah,109,4.4
2024-09-19,P010,Aksesori ponsel,aksesoris,24500,54,12,42,874600,15,1,154400,campuran,Thursday,0,9,0,cerah,109,4.1
2024-09-19,P011,Buket mini,kerajinan,47500,7,0,7,332500,0,0,0,offline,Thursday,0,9,0,cerah,109,4.7
2024-09-19,P012,Paket hampers,kerajinan,98500,16,11,5,443200,10,1,49200,offline,Thursday,0,9,0,cerah,109,4.4
2024-09-20,P001,Paket nasi lauk,makanan_minuman,20000,59,28,31,620000,0,0,0,campuran,Friday,0,9,0,berawan,71,4.5
2024-09-20,P002,Minuman kopi susu,makanan_minuman,15000,68,25,43,645000,0,0,0,offline,Friday,0,9,0,berawan,71,4.4
2024-09-20,P003,Snack kemasan lokal,makanan_minuman,8500,63,25,38,323000,0,0,0,offline,Friday,0,9,0,berawan,71,4.3
2024-09-20,P004,Kaos basic,fashion,64500,29,15,14,767600,15,1,135400,online,Friday,0,9,0,berawan,71,4.2
2024-09-20,P005,Hijab polos,fashion,43000,17,4,13,559000,0,0,0,offline,Friday,0,9,0,berawan,71,4.2
2024-09-20,P006,Sandal harian,fashion,55500,12,6,6,333000,0,0,0,campuran,Friday,0,9,0,berawan,71,4.5
2024-09-20,P007,Sabun cuci literan,kebutuhan_rumah,16500,27,3,24,396000,0,0,0,offline,Friday,0,9,0,berawan,71,4.0
2024-09-20,P008,Beras 5 kg,kebutuhan_rumah,70500,16,5,11,775500,0,0,0,offline,Friday,0,9,0,berawan,71,4.7
2024-09-20,P009,Minyak goreng 1 liter,kebutuhan_rumah,18500,45,16,29,536500,0,0,0,campuran,Friday,0,9,0,berawan,71,4.5
2024-09-20,P010,Aksesori ponsel,aksesoris,25000,24,0,24,600000,0,0,0,offline,Friday,0,9,0,berawan,71,4.2
2024-09-20,P011,Buket mini,kerajinan,44500,15,6,9,360400,10,1,40000,offline,Friday,0,9,0,berawan,71,4.7
2024-09-20,P012,Paket hampers,kerajinan,102000,7,1,6,612000,0,0,0,online,Friday,0,9,0,berawan,71,4.1
2024-09-21,P001,Paket nasi lauk,makanan_minuman,17500,131,62,69,1086800,10,1,120800,offline,Saturday,1,9,0,cerah,133,4.4
2024-09-21,P002,Minuman kopi susu,makanan_minuman,16000,164,81,83,1128800,15,1,199200,campuran,Saturday,1,9,0,cerah,133,4.4
2024-09-21,P003,Snack kemasan lokal,makanan_minuman,8500,101,47,54,459000,0,0,0,offline,Saturday,1,9,0,cerah,133,4.4
2024-09-21,P004,Kaos basic,fashion,64000,30,10,20,1216000,5,1,64000,campuran,Saturday,1,9,0,cerah,133,4.4
2024-09-21,P005,Hijab polos,fashion,44000,56,20,36,1267200,20,1,316800,offline,Saturday,1,9,0,cerah,133,4.6
2024-09-21,P006,Sandal harian,fashion,56000,29,6,23,1094800,15,1,193200,online,Saturday,1,9,0,cerah,133,3.8
2024-09-21,P007,Sabun cuci literan,kebutuhan_rumah,16500,77,36,41,676500,0,0,0,campuran,Saturday,1,9,0,cerah,133,3.7
2024-09-21,P008,Beras 5 kg,kebutuhan_rumah,73000,41,25,16,1109600,5,1,58400,offline,Saturday,1,9,0,cerah,133,4.7
2024-09-21,P009,Minyak goreng 1 liter,kebutuhan_rumah,18000,54,15,39,702000,0,0,0,online,Saturday,1,9,0,cerah,133,4.2
2024-09-21,P010,Aksesori ponsel,aksesoris,26500,47,18,29,768500,0,0,0,offline,Saturday,1,9,0,cerah,133,4.0
2024-09-21,P011,Buket mini,kerajinan,45500,21,6,15,682500,0,0,0,offline,Saturday,1,9,0,cerah,133,4.7
2024-09-21,P012,Paket hampers,kerajinan,95500,12,5,7,668500,0,0,0,offline,Saturday,1,9,0,cerah,133,4.5
2024-09-22,P001,Paket nasi lauk,makanan_minuman,18500,55,6,49,906500,0,0,0,offline,Sunday,1,9,0,hujan_ringan,112,4.5
2024-09-22,P002,Minuman kopi susu,makanan_minuman,15000,61,15,46,690000,0,0,0,online,Sunday,1,9,0,hujan_ringan,112,4.5
2024-09-22,P003,Snack kemasan lokal,makanan_minuman,9500,79,29,50,475000,0,0,0,offline,Sunday,1,9,0,hujan_ringan,112,4.0
2024-09-22,P004,Kaos basic,fashion,66000,19,11,8,528000,0,0,0,offline,Sunday,1,9,0,hujan_ringan,112,4.3
2024-09-22,P005,Hijab polos,fashion,41000,50,25,25,922500,10,1,102500,campuran,Sunday,1,9,0,hujan_ringan,112,4.5
2024-09-22,P006,Sandal harian,fashion,55000,14,7,7,385000,0,0,0,online,Sunday,1,9,0,hujan_ringan,112,4.2
2024-09-22,P007,Sabun cuci literan,kebutuhan_rumah,18000,33,4,29,522000,0,0,0,online,Sunday,1,9,0,hujan_ringan,112,3.9
2024-09-22,P008,Beras 5 kg,kebutuhan_rumah,76000,26,9,17,1292000,0,0,0,online,Sunday,1,9,0,hujan_ringan,112,4.8
2024-09-22,P009,Minyak goreng 1 liter,kebutuhan_rumah,19000,68,28,40,684000,10,1,76000,online,Sunday,1,9,0,hujan_ringan,112,4.7
2024-09-22,P010,Aksesori ponsel,aksesoris,24000,29,5,24,576000,0,0,0,online,Sunday,1,9,0,hujan_ringan,112,4.1
2024-09-22,P011,Buket mini,kerajinan,44500,21,4,17,643000,15,1,113500,offline,Sunday,1,9,0,hujan_ringan,112,4.5
2024-09-22,P012,Paket hampers,kerajinan,96500,8,2,6,579000,0,0,0,online,Sunday,1,9,0,hujan_ringan,112,4.7
2024-09-23,P001,Paket nasi lauk,makanan_minuman,19000,46,8,38,722000,0,0,0,online,Monday,0,9,0,cerah,139,4.3
2024-09-23,P002,Minuman kopi susu,makanan_minuman,14500,88,13,75,978800,10,1,108800,campuran,Monday,0,9,0,cerah,139,4.5
2024-09-23,P003,Snack kemasan lokal,makanan_minuman,9000,140,76,64,576000,0,0,0,campuran,Monday,0,9,0,cerah,139,4.1
2024-09-23,P004,Kaos basic,fashion,62000,20,9,11,682000,0,0,0,offline,Monday,0,9,0,cerah,139,4.2
2024-09-23,P005,Hijab polos,fashion,44000,31,14,17,748000,0,0,0,offline,Monday,0,9,0,cerah,139,4.6
2024-09-23,P006,Sandal harian,fashion,53500,19,11,8,428000,0,0,0,offline,Monday,0,9,0,cerah,139,3.8
2024-09-23,P007,Sabun cuci literan,kebutuhan_rumah,17500,55,29,26,455000,0,0,0,offline,Monday,0,9,0,cerah,139,4.3
2024-09-23,P008,Beras 5 kg,kebutuhan_rumah,75000,27,8,19,1425000,0,0,0,offline,Monday,0,9,0,cerah,139,4.9
2024-09-23,P009,Minyak goreng 1 liter,kebutuhan_rumah,19500,46,24,22,429000,0,0,0,offline,Monday,0,9,0,cerah,139,4.3
2024-09-23,P010,Aksesori ponsel,aksesoris,26000,36,9,27,702000,0,0,0,offline,Monday,0,9,0,cerah,139,3.6
2024-09-23,P011,Buket mini,kerajinan,47500,17,9,8,342000,10,1,38000,offline,Monday,0,9,0,cerah,139,4.8
2024-09-23,P012,Paket hampers,kerajinan,98000,10,3,7,686000,0,0,0,online,Monday,0,9,0,cerah,139,4.2
2024-09-24,P001,Paket nasi lauk,makanan_minuman,18500,53,19,34,629000,0,0,0,offline,Tuesday,0,9,0,berawan,107,4.4
2024-09-24,P002,Minuman kopi susu,makanan_minuman,14500,73,36,37,536500,0,0,0,offline,Tuesday,0,9,0,berawan,107,4.8
2024-09-24,P003,Snack kemasan lokal,makanan_minuman,9000,144,57,87,665600,15,1,117400,campuran,Tuesday,0,9,0,berawan,107,4.3
2024-09-24,P004,Kaos basic,fashion,65000,17,4,13,845000,0,0,0,offline,Tuesday,0,9,0,berawan,107,4.4
2024-09-24,P005,Hijab polos,fashion,42500,19,5,14,595000,0,0,0,online,Tuesday,0,9,0,berawan,107,4.5
2024-09-24,P006,Sandal harian,fashion,54000,21,6,15,729000,10,1,81000,offline,Tuesday,0,9,0,berawan,107,4.1
2024-09-24,P007,Sabun cuci literan,kebutuhan_rumah,16000,42,16,26,416000,0,0,0,offline,Tuesday,0,9,0,berawan,107,4.0
2024-09-24,P008,Beras 5 kg,kebutuhan_rumah,76000,21,5,16,1216000,0,0,0,offline,Tuesday,0,9,0,berawan,107,4.7
2024-09-24,P009,Minyak goreng 1 liter,kebutuhan_rumah,18000,36,9,27,486000,0,0,0,online,Tuesday,0,9,0,berawan,107,4.8
2024-09-24,P010,Aksesori ponsel,aksesoris,24500,29,11,18,441000,0,0,0,online,Tuesday,0,9,0,berawan,107,4.0
2024-09-24,P011,Buket mini,kerajinan,45000,11,0,11,495000,0,0,0,online,Tuesday,0,9,0,berawan,107,4.5
2024-09-24,P012,Paket hampers,kerajinan,92000,10,7,3,276000,0,0,0,offline,Tuesday,0,9,0,berawan,107,4.5
2024-09-25,P001,Paket nasi lauk,makanan_minuman,18500,43,12,31,573500,0,0,0,offline,Wednesday,0,9,0,hujan_ringan,85,4.5
2024-09-25,P002,Minuman kopi susu,makanan_minuman,15000,58,21,37,555000,0,0,0,offline,Wednesday,0,9,0,hujan_ringan,85,4.5
2024-09-25,P003,Snack kemasan lokal,makanan_minuman,9000,56,18,38,342000,0,0,0,offline,Wednesday,0,9,0,hujan_ringan,85,4.1
2024-09-25,P004,Kaos basic,fashion,66000,13,3,10,660000,0,0,0,online,Wednesday,0,9,0,hujan_ringan,85,4.1
2024-09-25,P005,Hijab polos,fashion,44000,16,9,7,308000,0,0,0,online,Wednesday,0,9,0,hujan_ringan,85,4.3
2024-09-25,P006,Sandal harian,fashion,54500,14,9,5,272500,0,0,0,online,Wednesday,0,9,0,hujan_ringan,85,4.3
2024-09-25,P007,Sabun cuci literan,kebutuhan_rumah,17000,30,7,23,391000,0,0,0,offline,Wednesday,0,9,0,hujan_ringan,85,4.1
2024-09-25,P008,Beras 5 kg,kebutuhan_rumah,71500,26,4,22,1494400,5,1,78600,campuran,Wednesday,0,9,0,hujan_ringan,85,4.6
2024-09-25,P009,Minyak goreng 1 liter,kebutuhan_rumah,19000,40,19,21,399000,0,0,0,campuran,Wednesday,0,9,0,hujan_ringan,85,4.3
2024-09-25,P010,Aksesori ponsel,aksesoris,25000,25,14,11,275000,0,0,0,offline,Wednesday,0,9,0,hujan_ringan,85,4.0
2024-09-25,P011,Buket mini,kerajinan,48500,11,5,6,291000,0,0,0,offline,Wednesday,0,9,0,hujan_ringan,85,4.6
2024-09-25,P012,Paket hampers,kerajinan,92500,11,3,8,703000,5,1,37000,campuran,Wednesday,0,9,0,hujan_ringan,85,4.7
2024-09-26,P001,Paket nasi lauk,makanan_minuman,18000,52,21,31,558000,0,0,0,online,Thursday,0,9,0,cerah,86,4.3
2024-09-26,P002,Minuman kopi susu,makanan_minuman,15000,56,14,42,630000,0,0,0,online,Thursday,0,9,0,cerah,86,4.2
2024-09-26,P003,Snack kemasan lokal,makanan_minuman,8500,78,10,68,520200,10,1,57800,online,Thursday,0,9,0,cerah,86,4.1
2024-09-26,P004,Kaos basic,fashion,65500,21,8,13,808900,5,1,42600,offline,Thursday,0,9,0,cerah,86,4.4
2024-09-26,P005,Hijab polos,fashion,42000,22,7,15,630000,0,0,0,offline,Thursday,0,9,0,cerah,86,4.5
2024-09-26,P006,Sandal harian,fashion,56000,11,6,5,280000,0,0,0,offline,Thursday,0,9,0,cerah,86,4.1
2024-09-26,P007,Sabun cuci literan,kebutuhan_rumah,17500,26,9,17,297500,0,0,0,online,Thursday,0,9,0,cerah,86,4.1
2024-09-26,P008,Beras 5 kg,kebutuhan_rumah,76000,18,6,12,912000,0,0,0,campuran,Thursday,0,9,0,cerah,86,4.5
2024-09-26,P009,Minyak goreng 1 liter,kebutuhan_rumah,18500,52,19,33,580000,5,1,30500,offline,Thursday,0,9,0,cerah,86,4.3
2024-09-26,P010,Aksesori ponsel,aksesoris,25500,34,13,21,535500,0,0,0,offline,Thursday,0,9,0,cerah,86,3.9
2024-09-26,P011,Buket mini,kerajinan,46500,11,6,5,232500,0,0,0,offline,Thursday,0,9,0,cerah,86,4.7
2024-09-26,P012,Paket hampers,kerajinan,95000,9,2,7,665000,0,0,0,campuran,Thursday,0,9,0,cerah,86,4.5
2024-09-27,P001,Paket nasi lauk,makanan_minuman,18500,46,5,41,758500,0,0,0,offline,Friday,0,9,0,cerah,115,4.5
2024-09-27,P002,Minuman kopi susu,makanan_minuman,14500,66,24,42,609000,0,0,0,offline,Friday,0,9,0,cerah,115,4.5
2024-09-27,P003,Snack kemasan lokal,makanan_minuman,8500,98,43,55,467500,0,0,0,offline,Friday,0,9,0,cerah,115,4.1
2024-09-27,P004,Kaos basic,fashion,61000,17,0,17,1037000,0,0,0,offline,Friday,0,9,0,cerah,115,4.4
2024-09-27,P005,Hijab polos,fashion,42000,28,9,19,798000,0,0,0,offline,Friday,0,9,0,cerah,115,4.6
2024-09-27,P006,Sandal harian,fashion,56000,19,12,7,392000,0,0,0,online,Friday,0,9,0,cerah,115,4.2
2024-09-27,P007,Sabun cuci literan,kebutuhan_rumah,18000,42,26,16,288000,0,0,0,online,Friday,0,9,0,cerah,115,4.2
2024-09-27,P008,Beras 5 kg,kebutuhan_rumah,71000,24,0,24,1618800,5,1,85200,offline,Friday,0,9,0,cerah,115,4.5
2024-09-27,P009,Minyak goreng 1 liter,kebutuhan_rumah,19000,34,7,27,513000,0,0,0,offline,Friday,0,9,0,cerah,115,4.6
2024-09-27,P010,Aksesori ponsel,aksesoris,25000,34,9,25,625000,0,0,0,offline,Friday,0,9,0,cerah,115,4.1
2024-09-27,P011,Buket mini,kerajinan,44000,13,7,6,264000,0,0,0,offline,Friday,0,9,0,cerah,115,4.5
2024-09-27,P012,Paket hampers,kerajinan,96500,10,6,4,386000,0,0,0,campuran,Friday,0,9,0,cerah,115,4.3
2024-09-28,P001,Paket nasi lauk,makanan_minuman,18000,80,26,54,972000,0,0,0,offline,Saturday,1,9,0,berawan,129,4.5
2024-09-28,P002,Minuman kopi susu,makanan_minuman,14500,138,62,76,991800,10,1,110200,campuran,Saturday,1,9,0,berawan,129,4.5
2024-09-28,P003,Snack kemasan lokal,makanan_minuman,9500,84,23,61,579500,0,0,0,offline,Saturday,1,9,0,berawan,129,4.2
2024-09-28,P004,Kaos basic,fashion,65500,18,10,8,524000,0,0,0,online,Saturday,1,9,0,berawan,129,4.2
2024-09-28,P005,Hijab polos,fashion,43000,34,19,15,645000,0,0,0,offline,Saturday,1,9,0,berawan,129,4.7
2024-09-28,P006,Sandal harian,fashion,57000,23,7,16,912000,0,0,0,online,Saturday,1,9,0,berawan,129,4.1
2024-09-28,P007,Sabun cuci literan,kebutuhan_rumah,17000,41,2,39,663000,0,0,0,campuran,Saturday,1,9,0,berawan,129,4.1
2024-09-28,P008,Beras 5 kg,kebutuhan_rumah,70000,46,22,24,1428000,15,1,252000,campuran,Saturday,1,9,0,berawan,129,4.8
2024-09-28,P009,Minyak goreng 1 liter,kebutuhan_rumah,21000,64,32,32,672000,0,0,0,online,Saturday,1,9,0,berawan,129,4.1
2024-09-28,P010,Aksesori ponsel,aksesoris,27500,38,8,30,825000,0,0,0,offline,Saturday,1,9,0,berawan,129,4.3
2024-09-28,P011,Buket mini,kerajinan,44500,16,1,15,667500,0,0,0,campuran,Saturday,1,9,0,berawan,129,4.7
2024-09-28,P012,Paket hampers,kerajinan,97500,17,8,9,877500,0,0,0,campuran,Saturday,1,9,0,berawan,129,4.7
2024-09-29,P001,Paket nasi lauk,makanan_minuman,18000,163,98,65,1111500,5,1,58500,offline,Sunday,1,9,0,cerah,141,4.4
2024-09-29,P002,Minuman kopi susu,makanan_minuman,14500,103,51,52,754000,0,0,0,campuran,Sunday,1,9,0,cerah,141,4.5
2024-09-29,P003,Snack kemasan lokal,makanan_minuman,9500,161,57,104,839800,15,1,148200,offline,Sunday,1,9,0,cerah,141,4.2
2024-09-29,P004,Kaos basic,fashion,64000,33,16,17,924800,15,1,163200,online,Sunday,1,9,0,cerah,141,4.4
2024-09-29,P005,Hijab polos,fashion,40000,40,1,39,1560000,0,0,0,offline,Sunday,1,9,0,cerah,141,4.2
2024-09-29,P006,Sandal harian,fashion,54000,36,22,14,680400,10,1,75600,online,Sunday,1,9,0,cerah,141,4.1
2024-09-29,P007,Sabun cuci literan,kebutuhan_rumah,18000,91,31,60,864000,20,1,216000,offline,Sunday,1,9,0,cerah,141,4.2
2024-09-29,P008,Beras 5 kg,kebutuhan_rumah,75000,31,15,16,1200000,0,0,0,offline,Sunday,1,9,0,cerah,141,4.4
2024-09-29,P009,Minyak goreng 1 liter,kebutuhan_rumah,17500,71,23,48,840000,0,0,0,campuran,Sunday,1,9,0,cerah,141,4.3
2024-09-29,P010,Aksesori ponsel,aksesoris,24500,34,0,34,833000,0,0,0,online,Sunday,1,9,0,cerah,141,4.1
2024-09-29,P011,Buket mini,kerajinan,44000,21,5,16,704000,0,0,0,campuran,Sunday,1,9,0,cerah,141,4.8
2024-09-29,P012,Paket hampers,kerajinan,90500,14,7,7,601800,5,1,31700,online,Sunday,1,9,0,cerah,141,4.6
2024-09-30,P001,Paket nasi lauk,makanan_minuman,18500,58,10,48,888000,0,0,0,campuran,Monday,0,9,0,cerah,104,4.5
2024-09-30,P002,Minuman kopi susu,makanan_minuman,15000,80,35,45,641200,5,1,33800,offline,Monday,0,9,0,cerah,104,4.2
2024-09-30,P003,Snack kemasan lokal,makanan_minuman,8500,78,20,58,493000,0,0,0,offline,Monday,0,9,0,cerah,104,4.1
2024-09-30,P004,Kaos basic,fashion,66500,14,6,8,532000,0,0,0,offline,Monday,0,9,0,cerah,104,4.3
2024-09-30,P005,Hijab polos,fashion,42500,21,3,18,765000,0,0,0,online,Monday,0,9,0,cerah,104,4.7
2024-09-30,P006,Sandal harian,fashion,56000,17,4,13,728000,0,0,0,online,Monday,0,9,0,cerah,104,4.1
2024-09-30,P007,Sabun cuci literan,kebutuhan_rumah,17000,75,22,53,765800,15,1,135200,campuran,Monday,0,9,0,cerah,104,3.9
2024-09-30,P008,Beras 5 kg,kebutuhan_rumah,73000,24,6,18,1116900,15,1,197100,online,Monday,0,9,0,cerah,104,4.5
2024-09-30,P009,Minyak goreng 1 liter,kebutuhan_rumah,19500,44,25,19,370500,0,0,0,online,Monday,0,9,0,cerah,104,4.5
2024-09-30,P010,Aksesori ponsel,aksesoris,26000,23,0,23,598000,0,0,0,offline,Monday,0,9,0,cerah,104,3.8
2024-09-30,P011,Buket mini,kerajinan,44000,9,1,8,352000,0,0,0,offline,Monday,0,9,0,cerah,104,4.8
2024-09-30,P012,Paket hampers,kerajinan,101000,9,0,9,909000,0,0,0,offline,Monday,0,9,0,cerah,104,4.3
2024-10-01,P001,Paket nasi lauk,makanan_minuman,18000,67,34,33,594000,0,0,0,online,Tuesday,0,10,0,cerah,117,4.4
2024-10-01,P002,Minuman kopi susu,makanan_minuman,15500,56,12,44,682000,0,0,0,campuran,Tuesday,0,10,0,cerah,117,4.3
2024-10-01,P003,Snack kemasan lokal,makanan_minuman,9000,98,42,56,478800,5,1,25200,online,Tuesday,0,10,0,cerah,117,4.2
2024-10-01,P004,Kaos basic,fashion,68500,21,7,14,959000,0,0,0,offline,Tuesday,0,10,0,cerah,117,4.4
2024-10-01,P005,Hijab polos,fashion,40500,35,16,19,769500,0,0,0,campuran,Tuesday,0,10,0,cerah,117,4.4
2024-10-01,P006,Sandal harian,fashion,57000,14,3,11,627000,0,0,0,offline,Tuesday,0,10,0,cerah,117,4.2
2024-10-01,P007,Sabun cuci literan,kebutuhan_rumah,16000,41,20,21,336000,0,0,0,offline,Tuesday,0,10,0,cerah,117,4.1
2024-10-01,P008,Beras 5 kg,kebutuhan_rumah,73500,21,6,15,1102500,0,0,0,offline,Tuesday,0,10,0,cerah,117,4.5
2024-10-01,P009,Minyak goreng 1 liter,kebutuhan_rumah,18500,44,5,39,721500,0,0,0,offline,Tuesday,0,10,0,cerah,117,4.5
2024-10-01,P010,Aksesori ponsel,aksesoris,25500,30,8,22,561000,0,0,0,online,Tuesday,0,10,0,cerah,117,4.0
2024-10-01,P011,Buket mini,kerajinan,44000,15,8,7,308000,0,0,0,online,Tuesday,0,10,0,cerah,117,4.7
2024-10-01,P012,Paket hampers,kerajinan,97500,10,1,9,877500,0,0,0,online,Tuesday,0,10,0,cerah,117,4.8
2024-10-02,P001,Paket nasi lauk,makanan_minuman,17000,40,16,24,408000,0,0,0,campuran,Wednesday,0,10,0,hujan_deras,89,4.4
2024-10-02,P002,Minuman kopi susu,makanan_minuman,14500,44,5,39,565500,0,0,0,campuran,Wednesday,0,10,0,hujan_deras,89,4.2
2024-10-02,P003,Snack kemasan lokal,makanan_minuman,9000,49,21,28,252000,0,0,0,offline,Wednesday,0,10,0,hujan_deras,89,4.3
2024-10-02,P004,Kaos basic,fashion,65000,11,2,9,585000,0,0,0,campuran,Wednesday,0,10,0,hujan_deras,89,4.2
2024-10-02,P005,Hijab polos,fashion,40500,20,8,12,486000,0,0,0,campuran,Wednesday,0,10,0,hujan_deras,89,4.5
2024-10-02,P006,Sandal harian,fashion,55500,11,4,7,388500,0,0,0,offline,Wednesday,0,10,0,hujan_deras,89,4.3
2024-10-02,P007,Sabun cuci literan,kebutuhan_rumah,17000,30,18,12,204000,0,0,0,online,Wednesday,0,10,0,hujan_deras,89,4.0
2024-10-02,P008,Beras 5 kg,kebutuhan_rumah,71500,13,2,11,786500,0,0,0,offline,Wednesday,0,10,0,hujan_deras,89,4.7
2024-10-02,P009,Minyak goreng 1 liter,kebutuhan_rumah,20000,28,5,23,460000,0,0,0,offline,Wednesday,0,10,0,hujan_deras,89,4.3
2024-10-02,P010,Aksesori ponsel,aksesoris,26500,23,7,16,424000,0,0,0,offline,Wednesday,0,10,0,hujan_deras,89,4.0
2024-10-02,P011,Buket mini,kerajinan,46000,10,3,7,322000,0,0,0,offline,Wednesday,0,10,0,hujan_deras,89,4.7
2024-10-02,P012,Paket hampers,kerajinan,93000,8,5,3,279000,0,0,0,online,Wednesday,0,10,0,hujan_deras,89,4.6
2024-10-03,P001,Paket nasi lauk,makanan_minuman,18500,44,10,34,629000,0,0,0,campuran,Thursday,0,10,0,hujan_ringan,78,4.6
2024-10-03,P002,Minuman kopi susu,makanan_minuman,15500,51,22,29,449500,0,0,0,online,Thursday,0,10,0,hujan_ringan,78,4.5
2024-10-03,P003,Snack kemasan lokal,makanan_minuman,8500,66,34,32,272000,0,0,0,online,Thursday,0,10,0,hujan_ringan,78,4.2
2024-10-03,P004,Kaos basic,fashion,60000,13,1,12,720000,0,0,0,campuran,Thursday,0,10,0,hujan_ringan,78,4.5
2024-10-03,P005,Hijab polos,fashion,42500,22,6,16,680000,0,0,0,campuran,Thursday,0,10,0,hujan_ringan,78,4.6
2024-10-03,P006,Sandal harian,fashion,54000,13,1,12,648000,0,0,0,offline,Thursday,0,10,0,hujan_ringan,78,3.9
2024-10-03,P007,Sabun cuci literan,kebutuhan_rumah,16500,32,14,18,297000,0,0,0,campuran,Thursday,0,10,0,hujan_ringan,78,4.1
2024-10-03,P008,Beras 5 kg,kebutuhan_rumah,74500,19,9,10,745000,0,0,0,campuran,Thursday,0,10,0,hujan_ringan,78,4.6
2024-10-03,P009,Minyak goreng 1 liter,kebutuhan_rumah,20000,24,7,17,340000,0,0,0,online,Thursday,0,10,0,hujan_ringan,78,4.5
2024-10-03,P010,Aksesori ponsel,aksesoris,26000,21,8,13,338000,0,0,0,offline,Thursday,0,10,0,hujan_ringan,78,4.1
2024-10-03,P011,Buket mini,kerajinan,44000,10,5,5,220000,0,0,0,online,Thursday,0,10,0,hujan_ringan,78,4.9
2024-10-03,P012,Paket hampers,kerajinan,98000,6,4,2,196000,0,0,0,offline,Thursday,0,10,0,hujan_ringan,78,4.5
2024-10-04,P001,Paket nasi lauk,makanan_minuman,17500,54,12,42,624800,15,1,110200,offline,Friday,0,10,0,berawan,84,4.6
